GUID,Make,Model,Mileage,Price,First Registration,Fuel Type,Seller
e610fac6-8ca4-4767-b709-a64cf8ad0eef,volkswagen,t-cross,"16,915 km","€ 19,239.-",07/2021,Gasoline,Autohaus Gitter e. Kfm.
0c1ae6a5-8b80-4588-ba35-5c8b6ce771bc,volkswagen,golf,"207,275 km","€ 4,290.-",01/2005,Diesel,MK MOTOR
58e86100-20a8-4e7b-9b48-4a497682dcd2,volkswagen,polo,"185,978 km","€ 6,950.-",01/2014,Gasoline,Massehuis Auto's
92087bbc-e782-4342-8b41-4695a885c37e,volkswagen,polo,"174,491 km","€ 4,890.-",10/2011,Diesel,Karauto sprl
359d4713-a6d1-4676-a94a-04e509f593f9,volkswagen,golf,"226,200 km","€ 6,500.-",05/2016,CNG,Minguzzi Auto srl
bbc35619-835b-4935-aa1f-ede4635df5e1,volkswagen,polo,"173,286 km","€ 8,450.-",11/2015,Gasoline,Massehuis Auto's
52d06154-dcfc-416d-9da2-63b4f868e9e4,volkswagen,polo,"179,207 km","€ 4,250.-",08/2010,Diesel,Autohandel Honing
ff41a89d-4b6f-48ba-b2fd-4a6a93e741c6,volkswagen,t-roc,"25,525 km","€ 24,900.-",12/2021,Gasoline,Autourtiti Srl
7544d0a5-ecb4-4764-8aef-715bb8da9ee0,volkswagen,t-roc,"90,230 km","€ 14,950.-",02/2018,Gasoline,Valentino Concessionaria Volkswagen
3aba01a0-97de-4f9a-8e8d-92ef3f31e12d,volkswagen,polo cross,"124,650 km","€ 8,950.-",07/2015,Gasoline,Groupe Michaël Mazuin
a57df9ae-f503-4bc1-99c4-c38182404706,volkswagen,t5 transporter,"165,000 km","€ 4,998.-",12/2012,Diesel,Hirsch Global-Trade GmbH
0fe72152-db48-422b-b11f-35365b093411,volkswagen,amarok,"229,000 km","€ 14,800.-",01/2014,Diesel,Autopartner Gebrauchtwagen
715e5909-065f-4d3b-8fc5-51ebe3a0e8a4,volkswagen,tiguan,"240,000 km","€ 5,999.-",01/2009,Diesel,MD Motor di Dario Minelli
27c18531-b098-4bf7-9121-d78a8b35826a,volkswagen,t-roc,"40,143 km","€ 18,780.-",03/2021,Diesel,DB Autohaus Schweinfurt
b4394d6d-bfcd-4c21-81ae-f2367c0bc126,volkswagen,passat cc,"174,539 km","€ 6,750.-",09/2009,Gasoline,Autostad Den Haag
774fbe98-55a6-456a-a813-04967e01db23,volkswagen,tiguan,"82,000 km","€ 18,995.-",07/2018,Diesel,Autohandel Beernaert Frederik bvba
698cf4d0-8ce1-4909-b1fb-ae346fdced68,volkswagen,polo,"20,262 km","€ 16,650.-",04/2022,Gasoline,DB Autohaus Maintal
de9a2e5b-d522-40a1-aabf-e49f84935421,volkswagen,polo,"87,986 km","€ 13,500.-",03/2018,Gasoline,MVI Automotive
38de3a82-e991-4517-878b-885a1fac0756,volkswagen,golf,"29,100 km","€ 21,840.-",06/2020,Gasoline,Maschek Automobile GmbH Co. KG
171b5710-709e-489c-a7c0-0b5973ea8b75,volkswagen,golf gte,"151,403 km","€ 14,950.-",12/2015,Electric/Gasoline,Yorta-Automotive
1ab338e5-dd71-4e51-9645-d12b60a50602,volkswagen,tiguan,"220,000 km","€ 10,750.-",03/2013,Diesel,Bartels-Automobile.de GmbH & Co.KG
d203dfae-5b87-41cf-b625-19d344e00be2,volkswagen,golf gti,"9,800 km","€ 35,995.-",09/2021,Gasoline,CP-Motors BV
f53c3f92-6bc2-4c4f-93e9-561d086a7b8f,volkswagen,polo,"204,000 km","€ 6,990.-",04/2017,Diesel,Automania Srl
cb796986-a54b-4a78-a830-44cdb83d254d,volkswagen,tiguan,"20,616 km","€ 23,900.-",06/2020,Diesel,Autohaus B8 Hennef GmbH
4add262e-7c29-4ec0-9f4a-739638c893bb,volkswagen,golf,"97,750 km","€ 13,890.-",04/2016,Diesel,Autohaus Schwadtke
fb68ec98-1585-4f7c-8a36-5bc4efc88690,volkswagen,golf,"350,251 km","€ 4,495.-",01/2010,Gasoline,ARK Auto's
d957eec6-bcc6-4d4a-aaaf-8bd7317e0951,volkswagen,t6 transporter,"93,837 km","€ 21,990.-",08/2019,Diesel,H&S Automobile
2836658e-e759-486f-9076-b6594e9ffa18,volkswagen,golf variant,"93,600 km","€ 13,880.-",05/2018,Diesel,Autohaus Royal GmbH
6c90a364-9eb3-4b24-899a-2881c9af8dae,volkswagen,golf gti,"53,108 km","€ 25,900.-",09/2019,Gasoline,Auto's Verschueren NV
b84b26f7-3aa1-4af6-85ee-9a4fd3078bce,volkswagen,e-golf,"13,302 km","€ 17,949.-",04/2020,Others,Autohaus Gitter e. Kfm.
7aade292-b07c-4764-b3cf-f9180c356a38,volkswagen,golf,"141,008 km","€ 8,999.-",11/2015,Diesel,steube-automobile e.k.
1f8bd8ae-f521-4a17-8755-20751e92794f,volkswagen,t-cross,"22,937 km","€ 16,500.-",06/2021,Gasoline,Autocentri Giustozzi Terni Spa
e9ce0392-44a4-46f4-b491-0d2c304c12e2,volkswagen,polo,"60,000 km","€ 8,490.-",01/2015,Gasoline,Ready Cars
0f8130a8-3191-4611-837c-bcced212953b,volkswagen,golf,"186,218 km","€ 3,450.-",04/2002,Gasoline,van der Beek Auto's
65d8a821-a10a-4d1e-b215-95e3a7d82df4,volkswagen,t-roc,"33,175 km","€ 22,960.-",06/2019,Diesel,AutoVanti Saronno srl
73dd23fb-6bea-4c62-9abc-8d91dcbbc12e,volkswagen,passat,"167,086 km","€ 12,900.-",05/2019,Diesel,M.P. Motors
8ce3c03f-0c12-40f3-b30f-76e35ffb5d9d,volkswagen,polo cross,"157,478 km","€ 3,950.-",03/2008,Gasoline,Van Kuringe Auto's
4060791a-51e4-475b-a31e-d4a9f776434c,volkswagen,t-roc,"39,342 km","€ 19,745.-",08/2019,Gasoline,Autobedrijf Tuitert
726747ee-177c-45fb-9c5f-14595788698c,volkswagen,amarok,"147,916 km","€ 19,980.-",10/2015,Diesel,Autohaus J. Wiest+Söhne GmbH
d7b3dde7-295f-4aa8-8cc3-f55ac3f6c48f,volkswagen,golf,"57,750 km","€ 17,490.-",01/2015,Gasoline,Andreas Pfüller -Autohaus Stollberg e.K.
94f1edf0-3757-4efb-9183-1db249867489,volkswagen,t-roc,"22,200 km","€ 24,970.-",04/2022,Gasoline,Held & Ströhle GmbH & Co.KG
9dfc1953-3915-41ce-88c5-f10611784fe9,volkswagen,golf,"121,196 km","€ 18,945.-",07/2021,Gasoline,Autocentrum Brabant Waalwijk
db417646-6bf0-4ae2-996f-6f7dd8049fda,volkswagen,t-cross,"26,000 km","€ 19,900.-",09/2023,Gasoline,Dirk Gärtner Kfz GmbH
0cbdf0ab-ca5b-4fd1-885a-58f8aa26c459,volkswagen,golf,"155,000 km","€ 9,590.-",06/2014,Diesel,AS Automobile
1a513a4f-dc97-4969-9492-1cce6d220aa7,volkswagen,t-cross,"37,030 km","€ 17,450.-",06/2021,Gasoline,Drive Gent Noord
76b1bc40-3581-4699-a7bf-9933669b7673,volkswagen,touran,"104,000 km","€ 22,870.-",04/2020,Diesel,Kale Automobile GmbH
6cbcb5ff-66b3-43dd-a142-243d865fe27e,volkswagen,passat,"133,100 km","€ 11,900.-",01/2014,Diesel,Autohaus Hempel
1e325c76-68fa-43e1-8f63-4786f87d9f7e,volkswagen,taigo,"36,801 km","€ 18,300.-",02/2022,Gasoline,Autorigoldi Spa
68b5527c-8cb4-4d68-b6c5-000f562d6d2e,volkswagen,touran,"123,134 km","€ 16,495.-",06/2019,Gasoline,DR Motors
c3338ae9-58a9-4baf-ba74-e457a859f83b,volkswagen,polo,"42,000 km","€ 4,990.-",09/2002,Gasoline,Autohaus STERN
4c997d13-b982-4b66-8a6c-93772c1dc721,volkswagen,golf sportsvan,"138,869 km","€ 12,988.-",11/2016,Diesel,Kestenholz Autohaus GmbH
1ef51abe-773e-4cf5-b0fe-29d70ed5e3e6,volkswagen,passat,"148,094 km","€ 9,999.-",01/2012,Gasoline,Tulp Autobedrijf
1fede741-accd-4902-a474-ead8e97db179,volkswagen,golf,"92,000 km","€ 6,990.-",01/2011,LPG,Punto Car srls
bc1761c4-b20e-46d4-a3bd-1a10a9045ac8,volkswagen,touran,"166,580 km","€ 14,448.-",06/2016,Diesel,Hermann GmbH
cd4776b5-7b92-4ad4-9de3-560443cdf37e,volkswagen,golf gti,"57,000 km","€ 33,890.-",02/2023,Gasoline,Kale Automobile GmbH
34c539a6-fd8e-4a85-a96a-d41fdd994566,volkswagen,tiguan,"41,159 km","€ 29,990.-",06/2022,Diesel,DB Autohaus Schweinfurt
7b90eec1-7abb-469b-bd0c-3ca2c998ac99,volkswagen,beetle,"184,850 km","€ 6,990.-",11/2012,Diesel,Kale Automobile GmbH
925e20e5-dbd2-46d7-8d42-317732d8344e,volkswagen,t-cross,"38,468 km","€ 18,990.-",04/2022,Gasoline,A&M Quality Used Cars Genk
7acf0282-37f7-43ad-aafd-12208deed33d,volkswagen,golf,15 km,"€ 19,995.-",- (First Registration),Gasoline,Weiss-Motors
197a23b6-689b-4721-92e6-ac82fd5f3439,volkswagen,arteon,"47,897 km","€ 26,750.-",07/2019,Diesel,Autos Passion
815b8f53-1600-4d70-b273-f9a8f3d7859f,volkswagen,tiguan,"118,125 km","€ 11,949.-",07/2013,Gasoline,Autohero Nederland
4fe80663-81ff-433f-a0a7-202a59fb73e5,volkswagen,golf,"512,910 km","€ 1,499.-",03/2000,Diesel,Auto Garderen B.V.
bee4bbb8-61e1-4266-bdd9-5c81265c5e30,volkswagen,golf gti,"65,000 km","€ 26,000.-",04/2019,Gasoline,Quality Motors
25b681e3-934b-441d-9a1a-61fb63cd521b,volkswagen,tiguan,"114,584 km","€ 20,600.-",05/2019,Diesel,Autorigoldi Spa
7c4058cc-c2f5-4806-b972-caed2b9b9273,volkswagen,polo gti,"185,477 km","€ 8,166.-",07/2010,Gasoline,Lenferink Auto`s B.V.
5ddac3c1-bff9-40d7-a305-c6c5cb92cfcb,volkswagen,touran,"168,000 km","€ 7,500.-",05/2012,Gasoline,Stockcar S.R.L.
e636384b-8f97-4f1f-82f2-1170073f3d07,volkswagen,golf variant,"277,125 km","€ 7,450.-",08/2016,Gasoline,Euromast Auto's
f886ff2e-629f-4ba5-a5f5-a4eba9e465d7,volkswagen,golf,"128,262 km","€ 11,190.-",05/2020,Diesel,Cargentur GmbH
f90f1c9a-525d-454c-ae00-6df34fdca6ab,volkswagen,golf,"132,677 km","€ 10,900.-",08/2015,Gasoline,Autobedrijf Schouten B.V.
d3d560e0-ca52-47b8-8429-4d62729dfe51,volkswagen,grand california,"4,356 km","€ 58,540.-",11/2022,Diesel,Carpoint Spa
d57b988a-f146-4379-a7a6-ba607062abd1,volkswagen,tiguan,"158,208 km","€ 12,499.-",04/2013,Gasoline,Pieterson Auto's B.V.
a3ee53eb-ba3e-4aec-b668-0628b52f478b,volkswagen,caddy,"133,000 km","€ 16,650.-",06/2019,Diesel,4x4 Only
009efcc7-d4b5-4c88-85cd-678c9f40cbd2,volkswagen,touran,"270,448 km","€ 3,900.-",12/2004,Diesel,WhiteStone Autohaus GmbH
74b43e39-bc1f-41f8-8488-ab1f8e412828,volkswagen,golf variant,"205,060 km","€ 5,450.-",10/2012,Diesel,Vakgarage van de Zweep
3485d315-9a2f-400e-bb5c-650ae68bf9fd,volkswagen,polo,"104,046 km","€ 8,499.-",11/2010,Gasoline,Limit Auto's
749e950c-1af5-4d7b-9169-4590398ad055,volkswagen,tiguan,"138,894 km","€ 11,950.-",06/2014,Gasoline,Autocentrale Schiedam
2cfe0c74-6886-4c59-b2ac-75b08c2c34c7,volkswagen,polo,"158,000 km","€ 2,800.-",11/2008,Gasoline,Car Leo
07adf0ac-9ddf-4221-a91f-ff3bc084facb,volkswagen,cc,"126,200 km","€ 11,900.-",04/2013,Gasoline,Autowerk Linde
a04d0654-b15b-4ed3-b9a5-350585a61011,volkswagen,tiguan,"58,395 km","€ 22,979.-",12/2022,Gasoline,Autohaus Aventi GmbH
cd298061-33b7-4f1b-80ed-d5205db8fe32,volkswagen,golf,"184,000 km","€ 7,990.-",03/2011,Diesel,pg-cars
2843a1be-14f9-46b2-908b-1c3daf1bd7ad,volkswagen,golf,"129,750 km","€ 10,749.-",04/2014,Gasoline,Automobile Rabe - AuRa - GmbH
3f1bc8d3-a027-4cbf-ba45-a5fbf397cb31,volkswagen,golf gte,"42,513 km","€ 23,430.-",07/2021,Electric/Gasoline,VHG Rittersbacher GmbH
19093a66-5a1f-42fc-b912-4cea41ada8f8,volkswagen,passat variant,"267,300 km","€ 3,600.-",05/2007,Diesel,PGN bvba
3bcd7503-f2b4-4c2b-89d4-b2b5085fc266,volkswagen,arteon,"179,417 km","€ 21,900.-",09/2017,Diesel,Ruud van den Beld Auto's
c40a2e9d-3223-42c7-a66e-73228f0d5c6a,volkswagen,tiguan,"163,890 km","€ 8,995.-",04/2010,Diesel,Weiss-Motors
5de81eea-e264-4fa6-94e0-b56603393a10,volkswagen,golf,"178,200 km","€ 12,990.-",02/2015,Diesel,Royal Cars GmbH
d0b1305d-bff7-4dc9-80ee-bd62422239e2,volkswagen,jetta,"112,606 km","€ 11,699.-",11/2016,Gasoline,Autohero België
daf99069-2e60-4fb0-8075-07e7f28406c1,volkswagen,golf gti,"62,700 km","€ 25,480.-",05/2018,Gasoline,Autohaus Royal GmbH
c9dd47b6-b9e5-4070-b192-83c71fb5c9f2,volkswagen,passat,"67,200 km","€ 22,990.-",12/2020,Diesel,Autohaus Müller GmbH
b45de0a3-469c-44aa-8b5f-f4d2b8aa32b9,volkswagen,golf,"114,369 km","€ 12,670.-",12/2016,Diesel,Motor Lichtenstein GmbH
6dd42c97-155e-424b-896b-3addec28eb88,volkswagen,tiguan,"124,780 km","€ 18,930.-",09/2016,Diesel,PS Zentrum GmbH & Co. KG
7a816eaa-f33a-40fa-b284-f14ef7cea50c,volkswagen,t-roc,"81,109 km","€ 14,689.-",05/2018,Gasoline,Autohaus Worch GmbH
b15912dc-1cf5-49bf-821b-d430c2b565b8,volkswagen,golf,"179,338 km","€ 3,399.-",08/2006,Gasoline,MYAUTOCENTER OHG
b8c46161-7b3f-4df0-a8ff-d0502da9c33d,volkswagen,golf gti,"49,333 km","€ 33,990.-",10/2022,Gasoline,Garage Carrera Cars
5aeb5969-95f9-4da1-bb89-791944274f49,volkswagen,t5 transporter,"86,000 km","€ 6,545.-",12/2013,Diesel,Hirsch Global-Trade GmbH
b99c38fd-5a4a-413c-aaeb-c207797cede5,volkswagen,golf,"152,229 km","€ 7,450.-",12/2009,Gasoline,Hartog Automotive B.V.
bccbcbdb-a4e1-42d7-82e4-62c491d57859,volkswagen,golf sportsvan,"111,512 km","€ 9,950.-",09/2014,Gasoline,Michaël Mazuin Tarcienne
3d6eebca-d12c-4a99-aaa4-ade53e114baa,volkswagen,t-roc,"99,000 km","€ 19,900.-",08/2019,Diesel,Autourtiti Srl
abde3628-4bb5-4901-8fed-8da2b0e1c05e,volkswagen,jetta,"245,264 km","€ 7,950.-",07/2013,Electric/Gasoline,Auto Garderen B.V.
9e6807ee-3496-4094-9e0a-e3f56180195b,volkswagen,golf,"47,900 km","€ 19,890.-",08/2022,Gasoline,Auto Singer GmbH & Co. KG
0114713b-8c5d-4a4d-b31f-35c250078cc5,volkswagen,t-cross,10 km,"€ 20,389.-",04/2024,Gasoline,Autohaus Worch GmbH
98a5db69-407d-4dcb-9f85-aa1b52e14612,volkswagen,touran,"218,625 km","€ 5,249.-",10/2008,Gasoline,Autohaus Klann GmbH
c05500db-fc91-42c2-89d6-407504e1779a,volkswagen,tiguan,"212,556 km","€ 9,950.-",08/2012,Gasoline,Autohaus Maletzki GmbH
6fd344df-4418-4bf8-aff5-b72a08a5a346,volkswagen,touareg,"145,528 km","€ 16,999.-",08/2011,Diesel,MYAUTOCENTER OHG
12b52882-2af4-4053-b8d8-641b0d29ca6c,volkswagen,taigo,- km,"€ 21,615.-",- (First Registration),Gasoline,Importneuwagen.eu
8743ddcf-3805-4154-b0d9-4bff560fe940,volkswagen,golf,"73,301 km","€ 16,480.-",08/2021,Electric/Gasoline,DB Autohaus Schweinfurt
bcd3660d-fbef-41cc-845b-aa2f9482e8e0,volkswagen,passat variant,"106,899 km","€ 17,950.-",11/2018,Diesel,Groupe Michaël Mazuin
59f15516-8760-44a5-8aaa-abfdcd433298,volkswagen,polo,"17,877 km","€ 16,400.-",12/2021,Gasoline,Autorigoldi Spa
ea701948-363f-4c80-b224-7acd3523086f,volkswagen,tiguan,"196,402 km","€ 7,950.-",09/2011,Gasoline,Smeulen Auto's
e3f0a9df-f625-416d-9042-367303dfd420,volkswagen,polo,"125,000 km","€ 8,350.-",01/2016,Gasoline,aaf.de GmbH
1d8f1a90-67bd-48f1-a198-91056f0f2120,volkswagen,golf,"54,750 km","€ 19,749.-",02/2021,Diesel,Automobile Rabe - AuRa - GmbH
e5e66ca0-3632-4787-b289-3332a328acf1,volkswagen,golf r,"11,512 km","€ 46,990.-",01/2024,Gasoline,MVG Autohandel bvba
c057c40d-f69d-435b-8dc0-5d57ca097842,volkswagen,up!,"78,000 km","€ 6,390.-",09/2013,CNG,Torino Cars srl
8ae7d2ca-bf7d-43fb-a28e-40bff74a2cbe,volkswagen,t-cross,"39,497 km","€ 16,400.-",08/2020,Gasoline,Mainini Auto Srl
422a5ec4-afeb-483b-bf5c-dfc944a0dafb,volkswagen,golf,"58,214 km","€ 22,900.-",10/2021,Gasoline,Autourtiti Srl
db535fd0-1a2e-44a5-8b79-6839648708b9,volkswagen,golf,"71,713 km","€ 15,995.-",06/2019,Gasoline,Autohandel Sneppe
82316914-2689-4cdf-b6c5-f27b26364dc2,volkswagen,golf variant,"153,821 km","€ 1,495.-",04/2002,Gasoline,Luca Cars
62ee243d-0a30-46a1-9e2f-a67a7496f5b2,volkswagen,t6 california,"111,000 km","€ 39,990.-",03/2016,Diesel,Autohaus Schweiger GmbH
9588c9de-0296-46a9-a195-54e765c63575,volkswagen,polo cross,"131,084 km","€ 4,999.-",05/2006,Gasoline,Piek Automotive
bb2104d2-53aa-4ee0-959f-e1472b171faa,volkswagen,polo gti,"53,100 km","€ 22,900.-",08/2020,Gasoline,Gruppo Milanoauto Srl
e71c7b98-182d-48a0-a2ab-d003dfd6ee57,volkswagen,touareg,"210,147 km","€ 7,990.-",04/2006,Gasoline,Autowiese Berlin Pankow
7e7ba875-efbc-4897-a49d-a743f4157582,volkswagen,up!,"30,000 km","€ 11,850.-",12/2016,Gasoline,Bartels-Automobile.de GmbH & Co.KG
e4e4c6d2-2a5c-4e65-96be-2636096fe02b,volkswagen,passat variant,"108,280 km","€ 15,980.-",01/2016,Diesel,Autohaus Buschmann GmbH & Co. KG
bee240c7-e93a-4a84-af5e-2eb4255cd1cb,volkswagen,t6 multivan,"109,000 km","€ 14,950.-",12/2016,Diesel,Gruppo Santacroce
3863a641-7557-47e6-a368-5f7bb2c5dac8,volkswagen,t-roc,"9,600 km","€ 26,270.-",06/2023,Gasoline,Held & Ströhle GmbH & Co.KG
3ea18ce3-b28d-423d-a1e2-47ef5c50c421,volkswagen,tiguan,"103,000 km","€ 10,990.-",09/2011,Gasoline,Outlet - Store Windern
cacefa78-2464-488f-8567-4290da68a3bf,volkswagen,t-roc,"9,175 km","€ 26,444.-",09/2023,Gasoline,Neubeck Automobile GmbH
51795156-8bc7-4c40-a475-61b028039303,volkswagen,touran,"257,306 km","€ 6,445.-",03/2012,Gasoline,Auto Hoff
e04c8d73-7799-49ad-813e-75eeba740343,volkswagen,id.3,"19,639 km","€ 19,880.-",07/2022,Electric,Tiemeyer automobile GmbH & Co. KG
e05575b0-dfea-4966-9e7d-38037fac2725,volkswagen,golf,"88,450 km","€ 15,989.-",02/2020,Diesel,Automobile Rabe - AuRa - GmbH
c9ed2ae0-1d2d-4554-b5e4-8c057cc3e54e,volkswagen,t-roc,"67,900 km","€ 23,988.-",08/2021,Diesel,Mathias Warsinski KFZ-Handel und Service GmbH
aded8b4f-c3f6-4417-ad9f-187c536b7d14,volkswagen,tiguan,"66,840 km","€ 22,500.-",04/2017,Gasoline,Automobilvertrieb Bremen West
e64c9dd0-3b5f-4fa6-b5c2-a1d898762212,volkswagen,polo,"52,000 km","€ 11,990.-",03/2019,Gasoline,Ac Motors Srl
a5e87763-ba5f-478e-b8cf-dedb36eaa726,volkswagen,polo,"132,324 km","€ 8,950.-",05/2016,Gasoline,Autobedrijf Jeroen Postma
c67c3ff4-6172-4269-ac98-d47b4ad68561,volkswagen,touran,"112,200 km","€ 10,990.-",06/2011,Diesel,Royal Cars GmbH
1a20ca59-b377-47f6-a9ee-168d76df47bb,volkswagen,t-roc,"169,732 km","€ 13,990.-",08/2018,Gasoline,Garage Deconinck
e43f771e-04de-4964-943c-5f7bba4d175d,volkswagen,golf,"69,900 km","€ 11,480.-",03/2015,Electric,Autohaus Ostermaier GmbH
99d7ad9e-15fa-4865-b6fd-42699bb8a23b,volkswagen,arteon,"100,683 km","€ 21,790.-",06/2019,Diesel,Leaseplan Used Cars Aartselaar
9570441b-b372-4293-8e93-a47b40973b18,volkswagen,t-cross,"4,500 km","€ 24,890.-",09/2023,Gasoline,Audi Gebrauchtwagen :plus Audi Augsburg
53f19947-e29c-4f7b-8b15-6eedf4cce3f8,volkswagen,t-cross,"39,990 km","€ 22,990.-",10/2020,Gasoline,Autohaus Marquardt Service GmbH
42bc3563-1056-44d0-90b1-ee0288209c19,volkswagen,golf,"88,200 km","€ 15,900.-",07/2018,Gasoline,Autowerk Linde
d86a2b05-7345-42ec-9c1b-0327a5ea039f,volkswagen,t6 multivan,"144,896 km","€ 34,499.-",04/2018,Diesel,MYAUTOCENTER OHG
fec44f35-ea9e-4008-96ea-53bcab66ea3d,volkswagen,golf variant,"132,341 km","€ 8,945.-",11/2014,Gasoline,Autobedrijf van Herick B.V.
8f605069-c289-4611-b780-704c2f65a9aa,volkswagen,golf,"179,000 km","€ 10,990.-",05/2015,Diesel,Automania Srl
b4a6faee-e3da-4b79-8018-56fdb05c4f6e,volkswagen,beetle,"100,811 km","€ 11,099.-",09/2016,Gasoline,Autohero België
83c9d98e-e272-4a2c-80e3-bd6ee2cb3c47,volkswagen,arteon,"58,900 km","€ 30,490.-",12/2019,Gasoline,FA Automobile GmbH & Co. KG
80b63311-f407-4939-bb32-32bd431da67c,volkswagen,golf cabriolet,"186,865 km","€ 5,950.-",04/2012,Gasoline,Autocentrale Schiedam
c265bdcf-a2be-42ad-9f11-4c68a3bd8a64,volkswagen,taigo,"13,442 km","€ 17,500.-",04/2022,Gasoline,Gruppo Piccirillo Spa Roma
93f0704f-b313-4b97-b082-056d60cc2244,volkswagen,golf,"20,336 km","€ 29,990.-",07/2023,Electric/Gasoline,G&G Cars Namur (By Schyns-Citropol)
898d2357-445f-48b0-98a9-c079c9fb53b4,volkswagen,taigo,"6,000 km","€ 23,950.-",12/2022,Gasoline,Topcars
5e2bcf90-f217-4163-8f87-59546fd82646,volkswagen,t-roc,"30,850 km","€ 21,830.-",07/2020,Gasoline,Hans Westkamp Gmbh & Co. Kg
3e9d6935-cbf5-4017-8502-7df7fe627bf0,volkswagen,tiguan,"87,152 km","€ 26,900.-",06/2020,Diesel,Eurocar Srl Lorenzi auto hub
2daf45f1-d274-436f-9385-48b3749b6299,volkswagen,passat variant,"183,377 km","€ 9,990.-",05/2014,Diesel,Automobile Diermaier GmbH
9fc11fdc-1319-4b2c-a3d2-1f645036f5e8,volkswagen,passat variant,"64,398 km","€ 28,490.-",07/2021,Electric/Gasoline,Auto's Verschueren NV
4a20de59-d3f5-4c09-b425-87b88d883671,volkswagen,golf,"38,009 km","€ 23,990.-",10/2021,Gasoline,click2move by Declerc
6d83e7eb-75cd-4245-a398-325cc6c8e7f7,volkswagen,tiguan,"66,000 km","€ 13,900.-",03/2016,Gasoline,Monsters Srl
34f2eebb-1702-4cd7-bb1f-79f78baf3503,volkswagen,passat variant,"78,325 km","€ 10,500.-",02/2012,Gasoline,Autobedrijf IJsselstijn
fe1008d4-4a66-4ae8-9829-83b155c61d02,volkswagen,polo,"93,134 km","€ 9,490.-",01/2017,Gasoline,MBM Car Trade
d4597d84-8ccb-44ef-90d8-f0ad53ac7802,volkswagen,up!,"59,500 km","€ 5,299.-",08/2014,Gasoline,Auto De Wolf BV
36f33b57-c178-45cb-a775-6fb23021bf54,volkswagen,passat,"120,000 km","€ 9,990.-",10/2014,Diesel,MBM Car Trade
7b2e1abf-da68-44ef-8012-16cd9d67a332,volkswagen,polo,"65,351 km","€ 13,950.-",09/2020,Gasoline,Groupe Michaël Mazuin
5a4b5749-730f-4b7b-8991-d85587484fe6,volkswagen,touran,"56,153 km","€ 21,870.-",02/2020,Gasoline,DB Autohaus Bad Salzuflen
d16b519c-d9c0-445f-8259-e4fed89e6709,volkswagen,t-cross,"12,098 km","€ 18,930.-",04/2023,Gasoline,Autohaus Willibald Müller GmbH
c5139cb3-47de-45cf-8030-b67e92a9ef2d,volkswagen,t-roc,"96,278 km","€ 20,499.-",02/2021,Gasoline,CIAC Toyota Aalst
df0cc9ea-3f01-48a6-ae6f-91fab1ef874d,volkswagen,tiguan,"78,323 km","€ 13,849.-",06/2013,Gasoline,Autohero Nederland
ca1dbec8-84cf-4808-a625-1a2a3999f6fa,volkswagen,polo,"140,744 km","€ 8,450.-",10/2011,Gasoline,van Wallinga Automobielen
c7028587-d1be-48d5-953a-61d5aa7f2065,volkswagen,golf variant,"68,067 km","€ 14,990.-",08/2019,Diesel,LeasePlan Used Cars Liège
4914d562-5ec0-460e-a63d-b0535a5c3997,volkswagen,up!,"23,493 km","€ 11,900.-",08/2021,Gasoline,Autocogliati spa
161fb3bd-b195-443e-8217-e80b02c111ba,volkswagen,beetle,"90,001 km","€ 13,450.-",12/2017,Gasoline,Autohaus Wiest GmbH
09a6f503-965c-4b82-bc98-1bfde3e6bc94,volkswagen,golf,"174,000 km","€ 2,705.-",08/2006,Gasoline,AUTOHAUS EXCELLENCE CARS GmbH & Co. KG
a6588fe3-fcdc-407d-83bd-bd266a14302f,volkswagen,golf,"105,684 km","€ 17,250.-",12/2020,Gasoline,JE Automotive
4d6c6edb-020f-43ae-afc4-d45ea1e700ed,volkswagen,polo,"58,199 km","€ 19,900.-",07/2021,Gasoline,Martignoni Srl
13bd8431-1d09-42c2-bf04-7d918947d869,volkswagen,golf,"237,500 km","€ 4,990.-",10/2008,Diesel,Royal Cars GmbH
480c8068-cc91-4d68-94aa-403db1189d11,volkswagen,polo,"190,000 km","€ 2,222.-",07/2009,Gasoline,WhiteStone Autohaus GmbH
a54992a7-eaf2-4d03-8666-982e979089fe,volkswagen,golf gti,"162,108 km","€ 12,500.-",07/2010,Gasoline,Manninck
b03d3e01-2bdc-4038-9d1d-7a61e3634615,volkswagen,t7 multivan,"26,990 km","€ 57,780.-",01/2024,Electric/Gasoline,Auto Singer GmbH & Co. KG
ce2dd97c-7d35-479a-8444-0f44cf8f7c0b,volkswagen,polo,"100,000 km","€ 10,900.-",12/2018,Gasoline,AG Motors
7d2f0106-f72a-45a8-afb5-5925f2d56c67,volkswagen,golf,"36,100 km","€ 25,979.-",08/2021,Gasoline,Leo Belting Autohaus GmbH & Co. KG
4d3849fa-5b01-4f21-a0cb-6cf9f9281800,volkswagen,scirocco,"99,450 km","€ 13,990.-",02/2016,Gasoline,Garage Vanderveken bvba
7f1624bf-7a5c-4ba2-adcb-9de86c504ea9,volkswagen,golf variant,"144,333 km","€ 9,945.-",10/2014,Gasoline,Autobedrijf van Herick B.V.
7e68436b-eb00-403d-afe4-9c432add5034,volkswagen,polo,"70,000 km","€ 10,900.-",02/2011,Gasoline,Bartels-Automobile.de GmbH & Co.KG
